bus_0069b.1,bus_0069b.2,bus_0069b.3,bus_0065.1,bus_0065.2,bus_0065.3,bus_0066.1,bus_0066.2,bus_0066.3,bus_0067.1,bus_0067.2,bus_0067.3,bus_0068.1,bus_0068.2,bus_0068.3,bus_0069.1,bus_0069.2,bus_0069.3,bus_0070.1,bus_0070.2,bus_0070.3,bus_0071.1,bus_0071.2,bus_0071.3,bus_0072.1,bus_0072.2,bus_0072.3,bus_0073.1,bus_0073.2,bus_0073.3,bus_0074.1,bus_0074.2,bus_0074.3,bus_0075.1,bus_0075.2,bus_0075.3,bus_0069a.1,bus_0069a.2,bus_0069a.3,bus_0076.1,bus_0076.2,bus_0076.3,bus_0077.1,bus_0077.2,bus_0077.3,bus_0078.1,bus_0078.2,bus_0078.3,bus_0079.1,bus_0079.2,bus_0079.3,bus_0080.1,bus_0080.2,bus_0080.3,bus_0081.1,bus_0081.2,bus_0081.3,bus_0082.1,bus_0082.2,bus_0082.3,bus_0083.1,bus_0083.2,bus_0083.3,bus_0084.1,bus_0084.2,bus_0084.3,bus_0085.1,bus_0085.2,bus_0085.3,bus_0086.1,bus_0086.2,bus_0086.3,bus_0087.1,bus_0087.2,bus_0087.3,bus_0088.1,bus_0088.2,bus_0088.3,bus_0089.1,bus_0089.2,bus_0089.3,bus_0090.1,bus_0090.2,bus_0090.3,bus_0091.1,bus_0091.2,bus_0091.3,bus_0092.1,bus_0092.2,bus_0092.3,bus_0093.1,bus_0093.2,bus_0093.3,bus_0094.1,bus_0094.2,bus_0094.3,bus_0095.1,bus_0095.2,bus_0095.3,bus_0096.1,bus_0096.2,bus_0096.3,bus_0097.1,bus_0097.2,bus_0097.3,bus_0098.1,bus_0098.2,bus_0098.3,bus_0099.1,bus_0099.2,bus_0099.3,bus_0100.1,bus_0100.2,bus_0100.3,bus_0101.1,bus_0101.2,bus_0101.3,bus_0102.1,bus_0102.2,bus_0102.3,bus_0103.1,bus_0103.2,bus_0103.3,bus_0104.1,bus_0104.2,bus_0104.3,bus_0105.1,bus_0105.2,bus_0105.3,bus_0106.1,bus_0106.2,bus_0106.3,bus_0107.1,bus_0107.2,bus_0107.3
-0.036911146,-120.0371012,119.9624341,-0.039777375,-120.0411492,119.9599345,-0.039777374,-120.0411492,119.9599345,-0.039777354,-120.0411492,119.9599345,-0.039777333,-120.0411492,119.9599345,-0.039777278,-120.0411492,119.9599346,-0.041558452,-120.0436878,119.9583633,-0.044868539,-120.0484154,119.9554136,-0.048672814,-120.0538607,119.9520058,-0.053255017,-120.0604205,119.9479003,-0.054482614,-120.0616292,119.946568,-0.042838101,-120.0454283,119.9573485,-0.038356833,-120.0391446,119.9611678,-0.046685536,-120.048888,119.9535943,-0.050587341,-120.0523965,119.9497872,-0.055223504,-120.0565654,119.9452637,-0.055418288,-120.056837,119.9450954,-0.058304151,-120.0595002,119.9420515,-0.058162395,-120.0593543,119.9421439,-0.059818736,-120.0609575,119.9404837,-0.063585548,-120.064386,119.9368303,-0.067294608,-120.067805,119.9332328,-0.070970991,-120.0711939,119.9296671,-0.0745731,-120.0745144,119.9261736,-0.074720227,-120.074652,119.9260216,-0.077925933,-120.0776165,119.9229204,-0.081404984,-120.0808355,119.9195448,-0.084769622,-120.0839486,119.9162804,-0.085270067,-120.0847319,119.9158455,-0.086250551,-120.0862667,119.9149935,-0.086458302,-120.0863955,119.915078,-0.086607852,-120.0864883,119.915139,-0.08690062,-120.0866699,119.9152588,-0.087042463,-120.086758,119.915317,-0.087077467,-120.0867797,119.9153314,-0.088379093,-120.0890195,119.9131514,-0.091002985,-120.0927061,119.9108763,-0.09100302,-120.0927062,119.9108763,-0.095046248,-120.0983948,119.9073609,-0.099451011,-120.104593,119.9035303,-0.104697719,-120.1119771,119.8989664,-0.108520982,-120.1173588,119.8956399,-0.109066183,-120.1178604,119.8950789,-0.109664512,-120.1189912,119.8946227,-0.111865684,-120.1211436,119.8922574
-0.013843484,-120.0139402,119.985283,-0.014864321,-120.0154227,119.9844173,-0.01486432,-120.0154227,119.9844173,-0.014864301,-120.0154227,119.9844173,-0.014864279,-120.0154227,119.9844173,-0.014864225,-120.0154226,119.9844174,-0.015414516,-120.016164,119.9839542,-0.016425264,-120.0175282,119.9830665,-0.017639498,-120.0191731,119.9819871,-0.019101867,-120.0211544,119.980687,-0.019490069,-120.0214989,119.9802238,-0.016205001,-120.017293,119.9833386,-0.014345012,-120.0146819,119.9848521,-0.017725334,-120.0187393,119.9816826,-0.019267032,-120.0202059,119.9800033,-0.021098738,-120.0219484,119.9780082,-0.021141463,-120.0220046,119.9779786,-0.022358801,-120.0232552,119.9765318,-0.02215699,-120.0230641,119.9766855,-0.023066712,-120.023988,119.9757337,-0.024836121,-120.0256905,119.9738701,-0.026869081,-120.0276413,119.9717707,-0.028884024,-120.0295748,119.96969,-0.030858157,-120.0314691,119.9676515,-0.031362519,-120.0319684,119.9671356,-0.031865099,-120.0324625,119.9665448,-0.032909847,-120.0334932,119.9653965,-0.033920139,-120.0344899,119.9642861,-0.033658391,-120.0341754,119.9645724,-0.033145324,-120.0335591,119.9651336,-0.032132445,-120.0319682,119.9663208,-0.03140262,-120.030822,119.9671762,-0.029972166,-120.0285759,119.9688527,-0.02927831,-120.0274866,119.9696658,-0.029106997,-120.0272176,119.9698666,-0.035661529,-120.0369977,119.9627041,-0.036927417,-120.0388209,119.9615539,-0.036927452,-120.0388209,119.9615539,-0.038865928,-120.0416429,119.9597771,-0.040977639,-120.0447174,119.9578412,-0.043492829,-120.0483798,119.9555353,-0.04532553,-120.0510488,119.9538549,-0.045396177,-120.0511135,119.9537805,-0.04628035,-120.0524586,119.9529528,-0.048121283,-120.0543935,119.9508453
-0.019747054,-120.0204278,119.9805532,-0.021356588,-120.0225912,119.9793954,-0.021356587,-120.0225912,119.9793954,-0.021356567,-120.0225912,119.9793955,-0.021356546,-120.0225912,119.9793955,-0.021356491,-120.0225912,119.9793955,-0.022914011,-120.024797,119.9780834,-0.02586238,-120.0288932,119.9756412,-0.029060859,-120.0333499,119.9729843,-0.032913316,-120.0387187,119.9697835,-0.033996312,-120.0396966,119.9687937,-0.022435548,-120.0239677,119.9787518,-0.020555262,-120.0215086,119.979981,-0.023528651,-120.0249665,119.9777126,-0.024637085,-120.0259794,119.9766588,-0.025953982,-120.0271827,119.9754068,-0.026146795,-120.0274515,119.9752402,-0.026618447,-120.027868,119.9747258,-0.026598722,-120.0278886,119.9747776,-0.026940692,-120.0281752,119.9743987,-0.027758989,-120.0288764,119.9736258,-0.028580686,-120.0296127,119.9728587,-0.029395045,-120.0303424,119.9720985,-0.030192854,-120.0310572,119.9713538,-0.030576811,-120.0314413,119.9709731,-0.030250438,-120.0310704,119.9713091,-0.030310133,-120.031084,119.9712628,-0.030367809,-120.031097,119.971218,-0.029637733,-120.0299423,119.9720976,-0.028206962,-120.0276795,119.9738213,-0.027669345,-120.0267197,119.9745857,-0.027281911,-120.0260282,119.9751365,-0.026522407,-120.0246731,119.9762161,-0.026153936,-120.0240159,119.9767398,-0.026062955,-120.0238536,119.9768691,-0.031770593,-120.03298,119.9701427,-0.03279033,-120.0343488,119.9693609,-0.032790365,-120.0343488,119.9693609,-0.034332618,-120.0364277,119.9681827,-0.036012668,-120.0386925,119.9668992,-0.038013672,-120.0413903,119.9653703,-0.039471677,-120.0433564,119.9642563,-0.040007029,-120.0438487,119.9637058,-0.039169021,-120.0428983,119.964596,-0.038293974,-120.0420931,119.9654415
-0.014779903,-120.0152974,119.9844192,-0.015901054,-120.0169052,119.983557,-0.015901053,-120.0169052,119.983557,-0.015901033,-120.0169052,119.983557,-0.015901012,-120.0169052,119.983557,-0.015900958,-120.0169052,119.9835571,-0.016768766,-120.0181846,119.9827635,-0.01839017,-120.0205849,119.9812875,-0.020013779,-120.0230203,119.9797902,-0.021969243,-120.0259538,119.9779867,-0.022507354,-120.0265258,119.9774384,-0.017062936,-120.0183913,119.9828096,-0.015329754,-120.0160984,119.9839971,-0.018234542,-120.0194582,119.9815335,-0.019422593,-120.02054,119.9802396,-0.020834102,-120.0218253,119.9787024,-0.020957995,-120.0219973,119.9785969,-0.02166365,-120.0226775,119.9777058,-0.021477619,-120.0225549,119.9778841,-0.022169154,-120.023166,119.9771364,-0.023443796,-120.0242863,119.9757956,-0.024927421,-120.0256074,119.9742737,-0.026397869,-120.0269168,119.9727654,-0.027838507,-120.0281996,119.9712876,-0.027884988,-120.0282486,119.9712379,-0.029195963,-120.0294028,119.9698933,-0.030604424,-120.0306512,119.9684466,-0.031966472,-120.0318583,119.9670477,-0.031274209,-120.0308974,119.9677859,-0.029917535,-120.0290144,119.9692325,-0.028578138,-120.0269866,119.9707184,-0.027613082,-120.0255257,119.9717889,-0.025721668,-120.0226629,119.9738867,-0.024804264,-120.0212746,119.9749042,-0.024577762,-120.0209318,119.9751554,-0.034899841,-120.0358331,119.9646226,-0.037032251,-120.0387227,119.9628594,-0.037032285,-120.0387227,119.9628594,-0.040297742,-120.0431506,119.9601347,-0.043855161,-120.0479749,119.9571659,-0.048092517,-120.0537221,119.953629,-0.051180236,-120.0579106,119.9510512,-0.051857602,-120.0585323,119.9503495,-0.051493401,-120.0583034,119.9507755,-0.052073152,-120.058745,119.9499828
-0.028495839,-120.0284332,119.9715662,-0.030739229,-120.0315123,119.9696928,-0.030739228,-120.0315123,119.9696928,-0.030739209,-120.0315123,119.9696928,-0.030739188,-120.0315123,119.9696929,-0.030739133,-120.0315123,119.9696929,-0.031903468,-120.0331348,119.9687398,-0.034119523,-120.0361372,119.9669598,-0.036427469,-120.0392681,119.965109,-0.039207238,-120.0430394,119.9628795,-0.040004215,-120.043713,119.9621846,-0.03339879,-120.0351876,119.9674706,-0.029628836,-120.0299835,119.9706181,-0.036724302,-120.0381405,119.9641857,-0.040096759,-120.0411351,119.9608546,-0.044103879,-120.0446933,119.9568967,-0.04417123,-120.0447848,119.9568436,-0.046911978,-120.0473367,119.9539382,-0.046567462,-120.0470365,119.9542777,-0.048441987,-120.0487667,119.952346,-0.052243076,-120.0521368,119.9486326,-0.05612954,-120.0556072,119.9448526,-0.05998178,-120.0590471,119.941106,-0.06375621,-120.0624174,119.9374352,-0.064140134,-120.0628006,119.9370562,-0.066828708,-120.0651208,119.9344244,-0.07001684,-120.0679259,119.9313005,-0.073100098,-120.0706387,119.9282794,-0.073829519,-120.0716009,119.9276516,-0.075258702,-120.0734862,119.9264214,-0.076477857,-120.074894,119.9254657,-0.07735606,-120.0759082,119.9247772,-0.079076719,-120.0778956,119.9234283,-0.079911049,-120.0788593,119.9227742,-0.080117015,-120.0790973,119.9226128,-0.075902661,-120.0746175,119.925767,-0.077939972,-120.07751,119.9239404,-0.077940007,-120.0775101,119.9239403,-0.081080381,-120.0819868,119.9211032,-0.084501508,-120.0868643,119.9180119,-0.088576485,-120.0926748,119.9143291,-0.091545855,-120.0969094,119.911645,-0.091993908,-120.0973217,119.9111856,-0.092402444,-120.0981613,119.910833,-0.094067353,-120.0998723,119.9088944
-0.023743249,-120.0229654,119.9765328,-0.025584972,-120.0254168,119.9750288,-0.025584971,-120.0254168,119.9750288,-0.025584952,-120.0254168,119.9750288,-0.025584931,-120.0254168,119.9750289,-0.025584876,-120.0254168,119.9750289,-0.026666508,-120.0268856,119.974117,-0.028687369,-120.0295998,119.9723642,-0.030809727,-120.0324327,119.9705108,-0.033365973,-120.0358452,119.9682784,-0.034076968,-120.0364437,119.9674838,-0.027673232,-120.0281956,119.9734325,-0.024668129,-120.0241935,119.9757709,-0.030188111,-120.030375,119.9709983,-0.032738422,-120.0325851,119.9685298,-0.035768587,-120.035211,119.965597,-0.035869978,-120.0353511,119.9655122,-0.037814038,-120.037097,119.9634843,-0.037418518,-120.0367391,119.9638722,-0.039020272,-120.0382081,119.9622534,-0.042020709,-120.0408249,119.9593798,-0.0449661,-120.0434225,119.9565276,-0.047885471,-120.0459972,119.9537007,-0.050745793,-120.0485198,119.9509311,-0.051289835,-120.049042,119.9503501,-0.052562406,-120.0501038,119.9491965,-0.054447298,-120.0517473,119.9473968,-0.056270099,-120.0533367,119.9456564,-0.057025771,-120.0543484,119.9450519,-0.05850639,-120.0563311,119.9438675,-0.05988968,-120.0580166,119.9428262,-0.060886129,-120.059231,119.9420761,-0.0628385,-120.0616105,119.9406064,-0.0637852,-120.0627646,119.9398938,-0.064018908,-120.0630495,119.9397178,-0.057531323,-120.0550403,119.9446277,-0.058448151,-120.0562788,119.9438799,-0.058448186,-120.0562789,119.9438798,-0.059843253,-120.0581714,119.9427307,-0.061362951,-120.0602332,119.9414788,-0.063172945,-120.0626892,119.9399877,-0.064491755,-120.0644789,119.9389011,-0.064920141,-120.064873,119.9384623,-0.064368287,-120.0642743,119.9390446,-0.063935019,-120.0638619,119.9393474
-0.02590656,-120.0272333,119.9732974,-0.027957318,-120.0301965,119.9715952,-0.027957317,-120.0301965,119.9715952,-0.027957298,-120.0301965,119.9715952,-0.027957276,-120.0301965,119.9715952,-0.027957222,-120.0301965,119.9715953,-0.029393286,-120.0322662,119.9703429,-0.032102252,-120.0361278,119.9680119,-0.035249566,-120.0406053,119.9653108,-0.039040392,-120.045999,119.9620567,-0.040097357,-120.0470007,119.9610511,-0.029978913,-120.0330862,119.9699242,-0.026938324,-120.0287277,119.9724471,-0.032369888,-120.035384,119.9675199,-0.034794543,-120.0377143,119.9650817,-0.0376754,-120.040483,119.9621848,-0.037802767,-120.0406599,119.9620761,-0.03957275,-120.0424538,119.9601303,-0.039191761,-120.0421119,119.9605045,-0.040701239,-120.0435949,119.9589356,-0.043511333,-120.0462699,119.9561542,-0.046275215,-120.0488709,119.9534244,-0.049014668,-120.0514488,119.9507188,-0.051698698,-120.0539746,119.948068,-0.052499954,-120.0547307,119.9472496,-0.052825462,-120.0551109,119.9469078,-0.053994535,-120.0562898,119.945704,-0.055125057,-120.0574298,119.9445399,-0.056139725,-120.0590447,119.9435703,-0.058127854,-120.0622091,119.9416705,-0.05952934,-120.0642711,119.9404776,-0.060538892,-120.0657566,119.9396182,-0.062516926,-120.0686677,119.9379344,-0.063476063,-120.0700795,119.9371178,-0.063712842,-120.070428,119.9369162,-0.055120422,-120.0573384,119.9446459,-0.05511701,-120.057272,119.9447231,-0.055117045,-120.057272,119.9447231,-0.055077674,-120.0571397,119.9448617,-0.055034644,-120.0569955,119.9450129,-0.054983146,-120.0568236,119.9451933,-0.054945453,-120.0566983,119.9453248,-0.054964429,-120.0567153,119.9453023,-0.054834003,-120.0565101,119.9454563,-0.054429949,-120.0561217,119.9457263
-0.021531724,-120.0229467,119.9768942,-0.023179806,-120.0254384,119.9754814,-0.023179805,-120.0254384,119.9754814,-0.023179785,-120.0254383,119.9754814,-0.023179764,-120.0254383,119.9754814,-0.023179709,-120.0254383,119.9754815,-0.024226197,-120.0269948,119.9744855,-0.026167962,-120.029928,119.972615,-0.028436224,-120.0333566,119.9704223,-0.0311682,-120.0374866,119.9677811,-0.031914168,-120.0382999,119.9669404,-0.025046157,-120.0281021,119.9739843,-0.022350937,-120.0242024,119.9761936,-0.027154214,-120.0301828,119.9717928,-0.029291953,-120.0322927,119.9695705,-0.031831895,-120.0347996,119.9669301,-0.031888976,-120.0348764,119.9668868,-0.033579841,-120.0366777,119.9649728,-0.033332148,-120.0364851,119.9652196,-0.034555302,-120.0376869,119.9639099,-0.036993385,-120.0400363,119.9614305,-0.039766802,-120.0426871,119.958643,-0.042515717,-120.0453145,119.9558801,-0.045209032,-120.0478887,119.9531733,-0.04614829,-120.0487755,119.9522109,-0.046059302,-120.0488214,119.9522348,-0.046941482,-120.0497891,119.9512612,-0.047794554,-120.0507248,119.9503197,-0.04755692,-120.0505392,119.9505143,-0.047091108,-120.0501753,119.9508958,-0.046291842,-120.0490973,119.9517176,-0.04571591,-120.0483207,119.9523097,-0.044587027,-120.0467987,119.9534703,-0.044039423,-120.0460606,119.9540332,-0.043904217,-120.0458783,119.9541722,-0.049299299,-120.0529045,119.9489851,-0.050393153,-120.0544891,119.9480148,-0.050393188,-120.0544892,119.9480148,-0.052082405,-120.0569432,119.9465258,-0.053922555,-120.0596168,119.9449037,-0.056114255,-120.0628017,119.9429715,-0.057711215,-120.0651226,119.9415634,-0.057789489,-120.0651944,119.9414814,-0.058504669,-120.0662948,119.9408449,-0.060087363,-120.0679189,119.9392649
-0.017407235,-120.0179624,119.9815098,-0.018722573,-120.0199195,119.9803356,-0.018722573,-120.0199195,119.9803356,-0.018722553,-120.0199195,119.9803356,-0.018722532,-120.0199195,119.9803356,-0.018722477,-120.0199195,119.9803357,-0.01990011,-120.021509,119.9793558,-0.022108611,-120.0244423,119.9774704,-0.024596352,-120.0277437,119.975333,-0.02759272,-120.0317205,119.9727584,-0.02842945,-120.0324136,119.9718482,-0.019772575,-120.0215512,119.9793524,-0.018063002,-120.0189499,119.9809207,-0.020972204,-120.0228552,119.9779627,-0.022188667,-120.0241776,119.9765534,-0.023633924,-120.0257486,119.9748792,-0.023926194,-120.0261546,119.9746298,-0.024259669,-120.0265878,119.974006,-0.023995504,-120.0263769,119.9742697,-0.024723722,-120.0271248,119.9734362,-0.025882233,-120.0283684,119.9721105,-0.027104385,-120.0296399,119.9707513,-0.028315657,-120.0309,119.9694042,-0.029502349,-120.0321346,119.9680845,-0.029603914,-120.032231,119.9679789,-0.030496859,-120.0332006,119.9669494,-0.031528705,-120.0343066,119.9657718,-0.032526518,-120.0353761,119.9646329,-0.033111579,-120.0364449,119.9639545,-0.034257873,-120.0385391,119.9626252,-0.035333498,-120.040348,119.9614348,-0.036108292,-120.0416512,119.9605772,-0.037626295,-120.0442048,119.9588968,-0.038362335,-120.0454432,119.9580819,-0.038544036,-120.045749,119.9578807,-0.032932038,-120.0359491,119.9643273,-0.033226797,-120.0363656,119.9641051,-0.033226832,-120.0363656,119.9641051,-0.03366111,-120.0369958,119.9637859,-0.034134086,-120.0376823,119.9634382,-0.034697239,-120.0385,119.9630244,-0.03510745,-120.0390958,119.962723,-0.035286053,-120.0392601,119.9625397,-0.034964386,-120.0389117,119.9628786,-0.034491184,-120.038584,119.9633328
-0.029584941,-120.0298333,119.9698356,-0.031878448,-120.033052,119.9679144,-0.031878448,-120.033052,119.9679144,-0.031878428,-120.033052,119.9679144,-0.031878407,-120.033052,119.9679144,-0.031878352,-120.033052,119.9679145,-0.033521855,-120.0353832,119.9664599,-0.036576137,-120.0397252,119.9637127,-0.040052304,-120.04469,119.9605706,-0.044239281,-120.0506708,119.9567853,-0.045370284,-120.0517769,119.9555407,-0.034136916,-120.0361426,119.9661526,-0.030734947,-120.0314518,119.9688692,-0.036808899,-120.0385704,119.9635243,-0.039518549,-120.0410324,119.960859,-0.042738063,-120.0439577,119.9576923,-0.042870748,-120.0441421,119.9575789,-0.044871948,-120.0460386,119.9554425,-0.044702062,-120.0459348,119.9556013,-0.045972721,-120.0470872,119.954303,-0.048720013,-120.0495415,119.9516403,-0.051595952,-120.0520857,119.9488758,-0.05444649,-120.0546075,119.9461357,-0.057239376,-120.0570782,119.9434512,-0.057696468,-120.05753,119.9429975,-0.059173584,-120.0587422,119.9415771,-0.061180513,-120.0604688,119.9396325,-0.063121353,-120.0621385,119.9377521,-0.062459352,-120.0611388,119.9384436,-0.061161971,-120.0591798,119.9397987,-0.060733436,-120.0584792,119.9402328,-0.060424587,-120.0579744,119.9405457,-0.059819072,-120.0569852,119.941159,-0.059525281,-120.0565054,119.9414566,-0.059452735,-120.0563869,119.9415301,-0.066701176,-120.0670619,119.9347763,-0.069303516,-120.0706413,119.9326128,-0.069303551,-120.0706413,119.9326128,-0.073328699,-120.0761468,119.9292727,-0.07771376,-120.0821453,119.9256332,-0.082936997,-120.0892917,119.921297,-0.086743152,-120.0945,119.9181365,-0.087352761,-120.0950598,119.9175074,-0.087701518,-120.0957908,119.9173545,-0.089639386,-120.0974223,119.9155297
-0.017333878,-120.0176175,119.9817438,-0.018637348,-120.0195091,119.9806303,-0.018637347,-120.0195091,119.9806303,-0.018637328,-120.0195091,119.9806303,-0.018637307,-120.0195091,119.9806303,-0.018637252,-120.019509,119.9806304,-0.019456294,-120.020621,119.9799378,-0.020973193,-120.0226729,119.9786104,-0.022425186,-120.0246389,119.9773162,-0.024173945,-120.0270069,119.9757574,-0.0246481,-120.0274235,119.9752022,-0.020145431,-120.0216575,119.9793842,-0.017979847,-120.0185671,119.9811874,-0.021878369,-120.0233404,119.977529,-0.023635676,-120.0250469,119.9756477,-0.02572357,-120.0270744,119.9734126,-0.025794663,-120.0271713,119.973356,-0.027127534,-120.0285602,119.9717904,-0.026836152,-120.0283193,119.9720798,-0.027970975,-120.0294161,119.9708543,-0.030075012,-120.0314124,119.96867,-0.032258227,-120.033451,119.966436,-0.034422107,-120.0354715,119.9642217,-0.036542174,-120.0374511,119.9620524,-0.037149837,-120.0380415,119.961434,-0.037491385,-120.0383565,119.9610041,-0.038476231,-120.0392959,119.9599165,-0.039428593,-120.0402042,119.9588648,-0.038983425,-120.0395834,119.9593001,-0.038110938,-120.0383668,119.9601531,-0.037561559,-120.0375056,119.9607059,-0.037165651,-120.0368851,119.9611042,-0.036389535,-120.0356692,119.961885,-0.036013008,-120.0350794,119.9622638,-0.035920037,-120.0349338,119.9623574,-0.04134968,-120.04299,119.9571316,-0.042746198,-120.0450153,119.9558715,-0.042746233,-120.0450153,119.9558714,-0.044892729,-120.0481524,119.9539321,-0.047231062,-120.0515702,119.9518192,-0.0500162,-120.0556416,119.9493022,-0.052045616,-120.0586087,119.947468,-0.052526377,-120.059051,119.9469746,-0.052237096,-120.0589621,119.94725,-0.052540873,-120.0595072,119.9468271
-0.031620853,-120.0327561,119.9667021,-0.034047594,-120.036377,119.9644656,-0.034047593,-120.036377,119.9644656,-0.034047574,-120.036377,119.9644657,-0.034047553,-120.036377,119.9644657,-0.034047498,-120.036377,119.9644657,-0.035331337,-120.0382543,119.9632738,-0.037713193,-120.0417777,119.9610305,-0.04022037,-120.0455321,119.9586206,-0.043240132,-120.0500547,119.9557175,-0.044062585,-120.0509371,119.9547825,-0.036928594,-120.0405938,119.961863,-0.032843409,-120.0345921,119.9655717,-0.040568715,-120.0440459,119.9581983,-0.044260256,-120.0475468,119.954482,-0.048646553,-120.0517065,119.9500665,-0.048844187,-120.0519821,119.9498957,-0.05154314,-120.054637,119.9469352,-0.051229403,-120.0543715,119.9472457,-0.053095257,-120.0561801,119.9452824,-0.056950188,-120.0598105,119.941437,-0.060837944,-120.063439,119.9375943,-0.064691465,-120.0670356,119.9337856,-0.068467149,-120.0705596,119.9300539,-0.068969489,-120.0710639,119.929514,-0.07129417,-120.0731988,119.9272736,-0.074227557,-120.0759374,119.9243887,-0.07706442,-120.0785858,119.9215989,-0.078038186,-120.0800273,119.9207191,-0.07994617,-120.082852,119.918995,-0.081045717,-120.0842202,119.9182428,-0.081837743,-120.0852059,119.917701,-0.083389514,-120.0871374,119.9166395,-0.084141931,-120.0880741,119.9161248,-0.084327674,-120.0883054,119.9159978,-0.079221497,-120.0817029,119.9196239,-0.080789569,-120.083969,119.918188,-0.080789604,-120.083969,119.918188,-0.083201741,-120.0874828,119.9159639,-0.085829479,-120.0913111,119.9135407,-0.088959358,-120.0958716,119.910654,-0.09124,-120.0991951,119.9085502,-0.091444477,-120.0993833,119.9083407,-0.092208274,-120.1006338,119.9076324,-0.094070758,-120.1026169,119.9055037
-0.029783572,-120.0304758,119.9690749,-0.032078942,-120.0338127,119.9670369,-0.032078941,-120.0338127,119.9670369,-0.032078921,-120.0338127,119.9670369,-0.0320789,-120.0338127,119.9670369,-0.032078845,-120.0338127,119.967037,-0.032820052,-120.0348156,119.9664096,-0.03419435,-120.0366666,119.9652025,-0.035597499,-120.038566,119.9639527,-0.037287422,-120.0408539,119.9624474,-0.037744082,-120.0412556,119.9619112,-0.035402119,-120.0386463,119.96409,-0.030938049,-120.0321623,119.9680462,-0.039555342,-120.042583,119.9599239,-0.043767311,-120.0465755,119.9556991,-0.048772085,-120.0513194,119.9506793,-0.048851854,-120.0514287,119.9506145,-0.052284373,-120.0548617,119.9469091,-0.052059052,-120.0546944,119.9471315,-0.054065788,-120.0566299,119.945019,-0.058495492,-120.060784,119.9406182,-0.063243162,-120.0652202,119.9359265,-0.067949159,-120.0696176,119.9312761,-0.072560228,-120.0739262,119.9267198,-0.073282283,-120.0746181,119.9259706,-0.075796243,-120.076996,119.9234973,-0.079154064,-120.0801813,119.9201535,-0.082401446,-120.0832618,119.9169198,-0.083391043,-120.0848793,119.9159162,-0.085330047,-120.0880489,119.9139496,-0.086654036,-120.090068,119.9127274,-0.087607758,-120.0915227,119.911847,-0.089476388,-120.0943732,119.9101219,-0.09038247,-120.0957557,119.9092853,-0.09060615,-120.096097,119.9090788,-0.085049243,-120.0869944,119.9146033,-0.086974046,-120.0897079,119.9129191,-0.086974081,-120.089708,119.9129191,-0.089944467,-120.0939,119.9103123,-0.093180395,-120.0984673,119.907472,-0.097034757,-120.1039082,119.9040883,-0.099843354,-120.1078735,119.9016222,-0.100105737,-120.1081151,119.9013537,-0.101019299,-120.1095408,119.9005877,-0.103282107,-120.1117214,119.8981813
-0.026706343,-120.0268026,119.9725152,-0.02874962,-120.0296992,119.9707596,-0.028749619,-120.0296992,119.9707596,-0.0287496,-120.0296992,119.9707596,-0.028749579,-120.0296992,119.9707596,-0.028749524,-120.0296992,119.9707597,-0.029928438,-120.0312961,119.9697766,-0.032139321,-120.0342446,119.9678893,-0.034535825,-120.0374159,119.9658437,-0.03742229,-120.0412361,119.9633797,-0.03823035,-120.0419001,119.9625105,-0.031133122,-120.0330819,119.9687442,-0.027728757,-120.02826,119.9716306,-0.034000537,-120.0357761,119.9657809,-0.036908405,-120.0385082,119.9627759,-0.040363473,-120.0417544,119.9592055,-0.04045289,-120.0418775,119.9591318,-0.042732618,-120.0441462,119.9565784,-0.042630242,-120.0441231,119.956649,-0.043890879,-120.0452878,119.9553234,-0.046780527,-120.0479541,119.9523926,-0.049598778,-120.0505403,119.9495817,-0.052392141,-120.0531036,119.9467956,-0.055129011,-120.0556151,119.944066,-0.056039194,-120.0564744,119.9431341,-0.056084072,-120.0565378,119.9430452,-0.057074987,-120.0574951,119.9419862,-0.058033217,-120.0584208,119.940962,-0.057601149,-120.0579285,119.9413692,-0.056754338,-120.0569636,119.9421673,-0.056174829,-120.0562543,119.9427288,-0.055757215,-120.0557432,119.9431333,-0.054938573,-120.0547416,119.9439264,-0.054541424,-120.0542558,119.9443111,-0.054443363,-120.0541359,119.9444061,-0.059987956,-120.061079,119.9393211,-0.061408942,-120.0630114,119.9381282,-0.061408977,-120.0630114,119.9381282,-0.063586782,-120.0659769,119.9362789,-0.065959237,-120.0692077,119.9342641,-0.068785035,-120.0730565,119.9318641,-0.070844092,-120.0758612,119.930115,-0.071367513,-120.0763427,119.929577,-0.070946311,-120.0759669,119.9300355,-0.071048732,-120.076008,119.9297471
